"id_Pregunta","Titulo","Cuerpo","Categoria","Clase","Seguidores","Respuestas","Idioma"
"20150910203548AADmFjO","Is a person qualified to be a university ""Diversity Officer"" if they advocate genocide? Or does being a feminist automatically ...?","... make one qualified? <br/> <br/>  <br/> <br/> Here, Feminist Diversity Officer Bahar Mustafa's suggests society should “kill all white men”  <br/> <br/>  <br/> <br/> Bahar Mustafa is the diversity officer of Goldsmiths University of London.  <br/> <br/>  <br/> <br/>  <a href=""http://www.telegraph.co.uk/news/uknews/11633305/University-union-officer-who-wrote-kill-all-white-men-tweet-will-remain-in-post.html"" rel=""nofollow"" class=""Clr-b"">http://www.telegraph.co.uk/news/uknews/1...</a> ","Gender Studies, Social Science","OTROS","2","8","ENG"
"20150910224349AAzRF5e","POLL: Chipotle or Panda Express?","<br/> ","Fast Food, Dining Out, India","PERMANENTER","2","56","ENG"
"20150911101344AALm6BB","In what part of a supermarket would I find corn syrup?","I'm in tesco I checked online so I know they sell it but the question is were? ","Other - Food &amp; Drink, Food &amp; Drink","PERMANENTER","0","10","ENG"
"20150912123819AAbkaQP","Can you camp at a campground out of season?","I want to go tent camping on the harbor islands outside of Boston, but the campground season ended a week ago and you can no longer reserve spots. Would it be that big of a deal if I just went anyways? ","Camping, Outdoor Recreation, Hunting, Sports","PERMANENTER","0","7","ENG"
"20150912202635AAp7YGS","Poll : Did you know that if you drink orange juice after 11 PM you will die before the age of 150?","Its too risky to even try. ","Polls &amp; Surveys, Entertainment &amp; Music","OTROS","3","29","ENG"
"20150913072122AAEFD1N","Finding the mid-point maths homework help?!?","Q has the mid-point of the line segment PR.  <br/> <br/>  <br/> <br/> P has the coordinates (-6, -3).  <br/> <br/>  <br/> <br/> Q has the coordinates (-4, -1) <br/> <br/>  <br/> <br/> Work out the coordinates of R. ","Mathematics, Science &amp; Mathematics, Alternative","PERMANENTER","1","7","ENG"
"20150913194049AAN8qUc","YOUR BEST RECIPE FOR SCRAMBLED EGGS FOR BREAKFAST?","<br/>     <span itemprop=""text"" class=""ya-q-text"">JESUS CHRIST YOUR RECIPES DAMN MOUTHWATERING ASF XD  ESP SARAH'S ","Cooking &amp; Recipes, Food &amp; Drink","OTROS","0","9","ENG"
"20150914020734AAwXniL","Which is the best university in the world?","<br/> ","Higher Education (University +), Education &amp; Reference","PERMANENTER","0","10","ENG"
"20150914100829AAR7cXJ","If you were to write a book based on this title, what would your plot be?","The title of the book is 'Am I Dancing Sexy Yet?'  <br/> <br/>  <br/> <br/> Aim for realism people, no sci fi or fantasy. <br/> <br/>  <br/> <br/> Don't need character names just what happens. Thanks ","Arts &amp; Humanities, Poetry","OTROS","0","19","ENG"
"20150914111513AA6HGCD","Who else feels boxing will not be the same without Mayweather?","He was great at hyping fights, sold the most PPV out of anyone in his time and had an undefeated career. Great run but I just can't see anyone in boxing right now taking his place. ","Boxing, Sports","RAFAGA","0","12","ENG"
"20150915053836AAbNf61","Does Cameron wine &amp; dine paedophiles at checkers like chequers like his heroine thatcher did with jimmy savile?","<br/> ","News &amp; Events, Current Events","OTROS","2","15","ENG"
"20150915164223AA3fnh3","What are those brown ink temporary tattoos in people I know it starts with a H.?","<br/> ","Beauty &amp; Style, Tattoos, Skin &amp; Body","PERMANENTER","0","5","ENG"
"20150916125127AAiyvjS","Are my feet big?","I wear 7s sometimes 6.5s and i'm 5 feet tall. I see these people who are like 5 feet 7 and wear 6s. Please help!</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">they dont even look that big yet people have smaller feet that are really tall like what... ","Fashion &amp; Accessories, Beauty &amp; Style, Tattoos, Skin &amp; Body","PERMANENTER","0","13","ENG"
"20150916155014AANgR7e","Are modern passenger ships floating death traps for men?","If a cruise ship starts to sink, as a male there is no guarantee, or even mild assurance, <br/> <br/> that one has even the slightest chance of surviving, since the lifeboats are exclusively  <br/> <br/> reserved for women and children. Apparently only the lives of women and children matter. <br/> <br/> Men are expendable and worthless. That is the message sent. <br/> <br/>  <br/> <br/> That means only women and children have a chance of survival, in the case of disaster, <br/> <br/> since men are not allowed on to lifeboats.  <br/> <br/> As a man one is guaranteed certain death, if a ship starts sinking.  <br/> <br/>  <br/> <br/> Under the circumstances, are men better off staying away from passenger ships, <br/> <br/> and letting cruises on the sea be the exclusive luxury of women and children? ","News &amp; Events, Current Events","PERMANENTER","0","13","ENG"
"20150917025235AAhXOaA","¿Al tener sexo con una mujer, yo como hombre no eyacule y mi pene no tiene heridas, pude haberme contagiado de SIDA?","<br/> ","Medicine, Science &amp; Mathematics, Alternative","PERMANENTER","0","9","ESP"
"20150917115927AAIcC96","Do I look fat and ugly ?","Okay I am 26, and I think I am very fat and very ugly, and I think I look very old and unattractive to girls, I am 26 but i think i look older then my age, <br/> <br/>  <br/> <br/> Thats my photo <a href=""http://s27.postimg.org/3w12c5i43/IMG_1911_T.jpg"" rel=""nofollow"" class=""Clr-b"">http://s27.postimg.org/3w12c5i43/IMG_191...</a> ","Jokes &amp; Riddles, Entertainment &amp; Music","PERMANENTER","1","10","ENG"
"20150917121008AAWaxZb","Something in my room seriously stinks and I can't find what it is?","I never leave food in my room. It's always pretty tidy in here, but something in here stinks like really bad. It's making me feel sick. It smells like a dead animal or something. I have 2 cats but they are fine. How can I locate where it's coming from? It's just nasty. I think it might be a dead mouse or something but I've never seen mice in here? There is a heater by the window and sometimes I hear weird noises in there...no squeaking. We live on the 14th floor so I have no idea if there is an animal in there or a pigeon or what? It sounds like it but no obvious noises..there used to be scratching/thumping but now there is no sound, but something REALLY stinks. I honestly don't even know if it's coming from the heater (it's not on), or if it's just something in here? What can I do? Should I keep looking or call the landlord?...I don't know :/</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Also it's getting so bad my bf is complaining about it. So I close the door but you can smell it even in the hallway! I looked EVERYWHERE for what it is, and cleaned high and low, and now it's even worse? I always thought those noises in the heater was the wind...but now I think there's something dead...</span> <br/>     <a class=""ya-q-show-more Clr-b Cur-p"" href=""#""> show more </a> <br/>     <span class=""D-n ya-q-full-text Ol-n"" tabindex=""-1""> Also it's getting so bad my bf is complaining about it. So I close the door but you can smell it even in the hallway! I looked EVERYWHERE for what it is, and cleaned high and low, and now it's even worse? I always thought those noises in the heater was the wind...but now I think there's something dead in there. There's no way to open it either, without ripping all the paint off. It's just nasty.</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">I am currently trying to see in the heater with a flash light, ugh it's just the worse smell ever. I have a feeling it's a rat or a bird. Because if those noises from before WAS an animal it would have been a lot bigger than a mouse. I left my landlord a form for the problem. Not sure when he's going to...</span> <br/>     <a class=""ya-q-show-more Clr-b Cur-p"" href=""#""> show more </a> <br/>     <span class=""D-n ya-q-full-text Ol-n"" tabindex=""-1""> I am currently trying to see in the heater with a flash light, ugh it's just the worse smell ever. I have a feeling it's a rat or a bird. Because if those noises from before WAS an animal it would have been a lot bigger than a mouse. I left my landlord a form for the problem. Not sure when he's going to deal with it, but I never thought of the fire hazard so thanks for the advice! ","Maintenance &amp; Repairs, Home &amp; Garden, Decorating &amp; Remodeling","OTROS","0","5","ENG"
"20150917140221AAw6ow1","¿Mi padre a fallesido y tiene una deuda con celetem tengo que pagala yo?","<br/> ","Business &amp; Finance, Insurance","PERMANENTER","1","11","ESP"
"20150917201959AAbN5yq","Baby bearded dragon broken leg?","Ok so I have a baby bearded dragon and he jumped off of my desk and I when I picked him up I noticed he wasn t bending his back left leg and I looked closer and it looks broken and he s not using it and I m freaking out. It looks broken right above the knee. What do I do? I feel like I m gana puke. He s getting around fine. When he first jumped and I tried to get him he ran and he ran pretty quick  but he has to be in pain and I don t know how to fix it. ","Reptiles, Pets","OTROS","0","4","ENG"
"20150918012716AAVG4I5","Computer systems - BIOS?","Okay i have no idea what this is in a computer system can someone help me out please but can you keep it in your words as much as possible please ","Homework Help, Education &amp; Reference","PERMANENTER","0","4","ENG"
"20150918014956AAeGQdA","My parakeets feathers wont grown properly?","<br/> ","Birds, Pets","PERMANENTER","0","4","ENG"
"20150918184330AAIccRS","Does the monthly money you pay for leasing/financing a car include insurance?","So I am planning on financing or leasing a car. I want to know that when I pay money every month for the leased/financed car, does that money include insurance for the car or do I have to buy it separately? Thank you and please I need answers. ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","6","ENG"
"20150918232233AAPqZs6","My dog has stomach pain. Has not ate in a day in a half. Stomach is hard. Breathing problems. Cant walk using real legs. What do i do!?","<br/> ","Dogs, Pets","DRIFT","0","24","ENG"
"20150919005616AAG8m6a","What can I use instead of a comforter during summer?","I like the look of a comforter or duvet with all the accent pillows. Unfortunately, I live in a HOT climate and my window faces West, so the sun is blazing through into my room before bed. I have gone as far as putting foil over the Windows and it is still incredibly hot in my room. Hotter than any other area of the house. I can t sleep without being covered up and just using a sheet feels akward. What is a cooler alternative than a comforter or duvet that I can use in the summer months that still looks well put together? I am a younger guy, so quilts don t exactly look very masculine or contemporary in my opinion. Thanks! ","Home &amp; Garden, Decorating &amp; Remodeling","PERIODICA","0","12","ENG"
"20150919175111AA191JT","Getting dizzy very frequently, should I be worried?","Almost every time I stand up I feel dizzy. It s very brief. I usually stop and stand still for about 5 seconds and it s gone. Is that a sign of anything? Should I be worried? ","General Health Care, Health, Diseases &amp; Conditions","PERMANENTER","0","4","ENG"
"20150919205825AAtEW37","What should I do the next time I catch my curious 13yo son staring at his 18yo big sister's thighs when she wears a short mini skirt?","My daughter notices her little brother staring at her legs when she's wearing short mini dresses but she doesn't seem to mind. Is it innocent my hormone crazed young teen son does that as long as he looks but doesn't touch? ","Family, Family &amp; Relationships","PERMANENTER","0","9","ENG"
"20150919230555AAMM8cN","¿Los conductores de un noticiero de tv, leen en una pantalla lo que están diciendo o se lo aprenden o cómo,expliquenme?","<br/> ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","4","ESP"
"20150919231307AAQVpFY","What does this Japanese sentence mean in English?","I saw on a person's twitter, what does &#12362;&#21029;&#12428;&#12399;&#12502;&#12525;&#12483;&#12463;&#25512;&#22888; mean in English? <br/> <br/> I used google translate and I got farewell block recommended? <br/> <br/>  <br/> <br/> Does it mean they block often or something? ","Languages, Society &amp; Culture","OTROS","1","4","ENG"
"20150920075142AAmOiy5","Has the refugee/immigrant crisis turned into an invasion?","<br/> ","News &amp; Events, Current Events","PERMANENTER","1","22","ENG"
"20150920092751AAqIqvE","Pick one girl name for each letter (A-Z)?","As in, pick one for A, one for B, one for C, etc ","Pregnancy &amp; Parenting","OTROS","4","192","ENG"
"20150920093654AARfZlG","Why are some British people anti-american?","<br/> ","Arts &amp; Humanities, Poetry","DRIFT","0","10","ENG"
"20150920103833AAEwqIP","How many KB is 6.3 MB?","<br/> ","Computers &amp; Internet, Internet, YouTube","PERMANENTER","0","8","ENG"
"20150920115607AAaRJWw","Please help!?","i have a wire of 2.5 sq mm in my switch board.i have a 2000w electrical device. Is this wire is sufficient to run this device or i need more thick and standard wire or if not, tell me the specification for 1500-1800w equipment. <br/> <br/> Please answer, your advice will be apreciable. <br/> <br/> Thanks ","Do It Yourself (DIY), Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","6","ENG"
"20150920173233AAYYFoN","Pantry moths?","Recently I've noticed pantry moths around my apartment, I've killed many of them but keep finding them all over the place. How'd they get in here??? How do I get rid of them??? ","Other - Home &amp; Garden, Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","4","ENG"
"20150920180041AAeWUen","Since GOP won majority Congress, what legislation have they passed/presented to Obama to support your allegiance to the GOP?","<br/>     <span itemprop=""text"" class=""ya-q-text"">Easy question. Should be some easy, quick answers to support voters of GOP. ","News &amp; Events, Current Events","RAFAGA","0","6","ENG"
"20150920195236AAOmqMk","What if i wanted to stop seeing a guy i fell in love with /he loves me if i didn't like his zodiac sign?","<br/> ","Yahoo Products, Yahoo Groups","OTROS","0","4","ENG"
"20150920223354AAmS9z7","Paranoid to move house?","My parents are looking for houses, I'm really paranoid that the house may be haunted. That sh*t really freaks me out, one slight noise when I'm home alone will make me cry. I can't watch anything that involves demons, ghosts &amp; just anything that involves spirits. They scare me? I've heard people talk about how they've had ghost portals in their homes. My moms friend had a nasty spirit in her new home who died there and they would hear their piano playing at night. Their young daughter would wake up screaming. I don't want anything to happen like that to me, even if its a good spirit. I don't want anything like that near me!!!!! ","Paranormal Phenomena, Science &amp; Mathematics, Alternative","OTROS","0","12","ENG"
"20150921060302AA2k9Tq","Has suspected terrorist Joshua Goldberg ever been to Israel?","Goldberg, a 20-year-old Florida man living with his parents, was arrested last week for plotting online to bomb a 9/11 memorial in Kansas City.  Goldberg became very adept at creating various online personae, setting them up against each other, and getting people to take sides.  He set Jews and Muslims against each other. <br/> <br/>  <br/> <br/> http://dailycaller.com/2015/09/14/joshua-goldberg-worst-troll-ever/ ","Africa &amp; Middle East, Travel, Canada","DRIFT","0","7","ENG"
"20150921145328AA1eL0n","Hi could somebody lend me few dollars on pokerstars . promis ill give it back ! i dont need much 1.10 would be awesome!! Thanks?","<br/> ","Games &amp; Recreation","OTROS","0","5","ENG"
"20150921181642AAZGvGg","What is wrong with cursive writing? Why are some teachers against it?","<br/> ","Trivia, Education &amp; Reference","OTROS","0","7","ENG"
"20150922015059AAtMnLE","How to remove stretch marks without laser and/or surgery?","I m 19 yo and I have stretch marks on my thigh and it really annoys me especially when I tried to wear shorts. Some people says it is because I scratch it when I get period. Is that true? ","Skin Conditions, Health, Diseases &amp; Conditions","PERMANENTER","0","4","ENG"
"20150922070800AAOrdrt","Employee responsibility of Employer payroll taxes after bankruptcy?","I work in Illinois.  Five years ago I was let go from a job and signed a document that provided for severance.  A few days after I signed that document the company filed for bankruptcy.  I immediately filed a claim for the severance amount.  After years in various courts, it's finally getting paid out.  The down side is that the lawyers are withholding the EMPLOYERS portion of taxes as well as my own from the payment.  I realize that as it was severance it is subject to income tax, fica tax, etc. but only the portion that I would normally have to pay.  Is it legal for them to withhold the amount the employer would also have had to pay? ","Business &amp; Finance, Insurance","PERMANENTER","0","5","ENG"
"20150922185530AAX5qyi","¿Quien cree que se acabe el mundo o pase un desastre mundial el 23 de septiembre 2015 (mañana)?","Muchas personas creen que si va a pasar un desastre mundial o algo asi bueno si pasa sirve que no tengo tarea ???????? la verdad es que yo personalmente no creo que pase una ****** &#128169;&#128169;&#128169;&#128169;  y que piensan ustedes creen que si pase algo o k ? &#128293;&#128125;&#128128;&#127758;&#9889;&#127755; ","News &amp; Events, Current Events","RAFAGA","0","11","ESP"
"20150923043556AA2NBii","¿Me quiero comprar una tablet ustedes me recomiendan una tablet con tarjeta gráfica intel hd graphics o ddr3?","no importa el precio quiero saver cual de las dos es mejor ","Other - Electronics, Consumer Electronics","PERMANENTER","0","4","ESP"
"20150923130739AAST1Ji","Would I look good with copper/orange colored hair?","I've been pretty much every color, but i always switch between black and bright red. I'm thinking of trying a more natural red looking color, but not too sure if I can pull it off.  <br/> <br/>  <br/> <br/> Here are links to my pictures: <br/> <br/>  <br/> <br/> <a href=""http://s845.photobucket.com/user/curlyq409/media/IMG_0437_zps1q6kucta.jpg.html?sort=3&amp;o=0"" rel=""nofollow"" class=""Clr-b"">http://s845.photobucket.com/user/curlyq4...</a> <br/> <br/>  <br/> <br/> <a href=""http://s845.photobucket.com/user/curlyq409/media/IMG_2297_zpsw5ua8r9p.jpg.html?sort=3&amp;o=1"" rel=""nofollow"" class=""Clr-b"">http://s845.photobucket.com/user/curlyq4...</a> <br/> <br/>  <br/> <br/> <a href=""http://s845.photobucket.com/user/curlyq409/media/IMG_2531_zps9m2uzifm.jpg.html?sort=3&amp;o=2"" rel=""nofollow"" class=""Clr-b"">http://s845.photobucket.com/user/curlyq4...</a></span> <br/>     <span itemprop=""text"" class=""ya-q-text"">The last link is the color I want ","Beauty &amp; Style, Tattoos, Skin &amp; Body","PERMANENTER","1","11","ENG"
"20150924042705AA9yMDb","How bad is Metal Gears Solid 5?","Looks like your typical COD game. ","Video &amp; Online Games, Games &amp; Recreation","PERMANENTER","0","6","ENG"
"20150924081741AAedZMi","OMG! Help!!!?","I've been playing Diablo 3 for 50+ hours straight. I spilled Red Bull and Mountain Dew (not to mention Cheetos crumbles and pizza grease) all over my keyboard and had to clean it off. I washed it off in the sink, but now it won't work. I need to beat THis game! What do I do??? ","Home &amp; Garden, Decorating &amp; Remodeling","PERIODICA","0","6","ENG"
"20150924184203AA996bq","Does a condom prevent HIV?","I had sex 4 months ago with a condom on in a one night stand. Is it possible to have contracted HIV? ","STDs, Health, Diseases &amp; Conditions","PERMANENTER","0","5","ENG"
"20150925034528AALoKRb","Shouldn't activist against the Canada Seal Hunt be advocating for human population control in the manner of how pest &amp; pets populations are?","There's too many poachers in the world, senselessly driving wildlife into extinction harvesting the natural environment for development, harvesting their meat &amp; hides for trophy's &amp; consumption.</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">World population was only 3 quarters of a billion before the start of the Industrial revolution &amp; the U.S.A. was founded, when animals flourished &amp; thrived far from the threat of Human expansion due to industrialization. ","Conservation, Environment, Green Living","PERMANENTER","0","5","ENG"
"20150925113302AAIJYGx","Daughter giving me the silent treatment?","My 16 year old daughter is giving me the silent treatment and being extremely disrespectful. Last night I grounded her for being out passed curfew  both last night and Wed. night and took away her electronics( and no parties this weekend). Well, now I get blank stares and eye rolling if I ask her a question or try and make small talk. I’m a single dad btw. Was I too hard on her? Grounding her for a week? ","Health, Diseases &amp; Conditions","PERMANENTER","0","5","ENG"
"20150925125131AAX585P","For a fiction book, what gender of psychologist is better for an 18-year-old autistic patient? Man or woman?","<br/> ","Arts &amp; Humanities, Poetry","PERMANENTER","0","8","ENG"
"20150925131423AA6KcX6","¿Los colores temperan el ambiente?","quiero pintar mi habitacion y los demas cuartos, tambn si me dicen que colores combinan porfis C: ","Home &amp; Garden, Decorating &amp; Remodeling","PERMANENTER","0","6","ESP"
"20150925134825AAWbHyd","How could I use my guitar skills since I took 3 years of private lessons and practiced 50 mins daily?","<br/> ","Arts &amp; Humanities, Poetry","PERMANENTER","0","6","ENG"
"20150925163251AAmkq68","Why do hispanic women have an outstanding preference for white men?","At least they do in Miami. They don't date black men or Asian men. They only date white men, and if they can't get a white man, they try to get the lightest hispanic guy they can find. Why is this? ","Singles &amp; Dating, Family &amp; Relationships","OTROS","1","4","ENG"
"20150926093330AAgvYeX","Should I switch my iPhone 5c for an iPhone 5?","okay my iPhone 5c has 8GB and the iPhone 5 I could switch to has 16GB. The iPhone 5 is not very new, over a year old , and my phone 5c is almost a year old. would it be worth it to switch for the extra space? ","Cell Phones &amp; Plans, Consumer Electronics","PERMANENTER","0","7","ENG"
"20150926202929AAtOMF0","How to be social at a high school party?","Hi everyone! I just started grade 12 and never really been to a party before <br/> <br/>  <br/> <br/> I crashed one with my friend but I was too uncomfortable and kept begging my friend to leave which she agreed to 20 mins in.  <br/> <br/>  <br/> <br/>  <br/> <br/> Because its our senior year she wants it to be our best one yet. I just came back from a party, but I left early... it's 11:30. My friend got mad at me for being standoffish. Honestly I cant help it, I get overwhelmed, and I feel everything I do is veing judged.  <br/> <br/>  <br/> <br/> How do I become better at this... not just for my senior uear but for college too?  <br/> <br/>  <br/> <br/> What do I say to people?? And how do I choose wisely to who I'm speaking to??? ","Sociology, Social Science","OTROS","0","4","ENG"
"20150927152008AAbaFNL","I have a nikon d40x, and I want to attempt a photo of the moon later, what settings should I use as my previous attempts have been abysmal?","<br/> ","Cameras, Consumer Electronics","PERMANENTER","0","5","ENG"
"20150927194910AA7g98l","How to convince your parents to let you have a leopard gecko?","I see lots of people have leopard geckos and on youtube and stuff but my mom says "" they are gross and they eat gross food and they are to hard to take care of"" and I really want a leopard gecko from the reptile expo in October. Please any ways I could convince her that they are not so bad ","Reptiles, Pets","OTROS","0","4","ENG"
"20150927220003AAG6KKR","What happens if you get caught driving with only a permit and no adult in the car?","Ok so I'm a 17 year old guy. Earlier this summer, I didn't have my drivers liscense yet(which I do now), I only had a permit. One morning in the summer I was about to be late for morning football workouts at my school because I  slept through my alarm. Usually I would have one of my parents take me but they both left early that morning. The only person who could take me was my sister, who I know isn't a morning person. So I just drove myself to practice in her car and drove myself home without her ever knowing. And it's only like a 5 minute drive from my house to my school so it's not that bad. If I would have gotten pulled over by the police or something  what would have probably happened? ","Cars &amp; Transportation, Car Makes, Mercedes-Benz","PERMANENTER","0","10","ENG"
"20150928084923AAJ7C3c","¿puede producirse electricidad quimicamente?","<br/> ","Alternative Fuel Vehicles, Environment, Green Living","PERMANENTER","0","4","ESP"
"20150928094516AAcHJHN","What do i write in the underlines here:?","So im doing a contest and it says this: <br/> <br/>  <br/> <br/> READ AND AGREED to this _____ day of _____. 2015. <br/> <br/>  <br/> <br/> What do I write in the underlines? ","Quotations, Education &amp; Reference","OTROS","0","5","ENG"
"20150928105017AAGpI3D","Do you think piercings and tattoos are sexy?","What's your favorite piercing? ","Beauty &amp; Style, Tattoos, Skin &amp; Body","OTROS","0","28","ENG"
"20150928210514AA3CRgA","How much environmental disruption does there have to be for global warming deniers to admit they are wrong?","<a href=""http://news.yahoo.com/next-threat-antarctica-coming-deep-210344819.html"" class=""Clr-b"">http://news.yahoo.com/next-threat-antarc...</a> <br/> <br/>  <br/> <br/> ""Antarctica’s shallow continental shelf is home to brightly colored brittle stars, purple urchins, and many other weird and wonderful creatures. Now, for the first time in around 30 million years, the fragile ecosystem may also be home to some destructive predators: king crabs. <br/> <br/>  <br/> <br/> They’re rising from the region’s deeper waters, and it’s thanks to climate change. <br/> <br/>  <br/> <br/> Because of the ice, the shelf’s shallow waters have typically been a few degrees colder than deep waters off Antarctica, which has kept the crabs from invading. But over the past 50 years, Antarctica’s water temperatures have increased 1.5 degrees Celsius—more than twice the global average—leaving space for king crabs to move up the water column."" <br/> <br/>  <br/> <br/> How much damage does global warming have to do before we address the problem? ","Global Warming, Environment, Green Living","RAFAGA","0","19","ENG"
"20150929102850AA2Pi62","Has 'science' now become a religion in it's own right?","James, - maybe I could take a class like yourself in how to be self righteousness and condescending.. <br/> <br/> Belief without proof requires faith and faith equals religion. Whether or not you choose to name your chosen religion as science is irrelevant as actions speak louder than words. I think you are definitely proving a point here. <br/> <br/> Perhaps humans are predisposed to need religion regardless of the labels they assign to their beliefs. ","Global Warming, Environment, Green Living","PERMANENTER","1","37","ENG"
"20150929105238AAp6ftV","My husband started a new b/p med. took one this am now pressure is 134/57 pulse 68 before tab.he was 168 85 pulse 68.?","<br/> ","Heart Diseases, Health, Diseases &amp; Conditions","PERMANENTER","0","5","ENG"
"20150930002050AApQwHa","Are you safer and more likely to make it out alive if you take someone with you?","I recall a buddy who did part time bounty hunting tell me over a phone about 5 years ago to always take someone with you if you ever were to go apprehend a fugitive. <br/> <br/>   <br/> <br/> So my question is are you safer in a group or if you actually took another guy along? <br/> <br/> This scenario of taking someone with you not only applies to bounty hunting but even going to a dangerous area or even to a bar or heck even a bank job or something. Lol.  <br/> <br/> So my question is are you better off taking someone with you in all of these scenarios or can that person be a liability meaning you might be better off going alone? So should you go alone or take someone with you?</span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Is it better to take someone with you to a bar if there may be trouble? <br/> <br/> How about a dangerous area? Or even a robbery, like suppose you own a business and 2nd them come in, are they more dangerous for you because of their numbers and are they safer because there are two of them? ","Martial Arts, Sports","PERMANENTER","0","5","ENG"
"20150930110659AAVYGLH","Am I worthless mother?","I have two beautiful children that I work very hard to write but my parenting methods are not the same as my mother in law or my husband I believe in cause and effect and that children learn in that manner they believe in corporal punishment is it wrong that I believe in cause and effect and should I have the right to raise my children the way I feel is the right way or am i worthless mother for not allowing my mother in law I'm husband to beat their ***? ","Pregnancy &amp; Parenting","PERMANENTER","1","5","ENG"
"20150930152638AAVwMXm","¿Que es? Si saben o alguien tiene algo paresido ayudenme x fa?","Hooolaaaa, mi problemas es que podia ser tengo dudas:'( le cuento, el dia 5 de sep tuve relaciones y no nos cuidamos, y el lubricante callo en mi vagina! Pero mi novio de volada saco su pene despues que ya havia caido lubricante, mi vientre esta duro &amp; mi panza esta como hinchada, pero el dia 17 me vino la regla con 5 dias soy inrregular, y despues tuve manchando cafe como color marron, y de hai el dia 27 de sep pense que me havia venido mi regla y no fui al baño y me havia salido un flujo como blanco transparente el dia de ayer y hoy mire mi calzon! &amp; lo tenia manchado! Pero no me da picazon ni nada!, mi pechos se siente mas oesados &amp; tengo como bolitas blancas &amp; me duele mi pezones, por las mañanas cuando me estiro me duele la panza! &amp; en las noches no hago pis xq no me dan ganas y en las mañanas meo muchoooo, me hagacho o hago algo y me comienza a dolor la espalda baja o cuando cargo a mi sobrino! Algunas cosas vuelen mal y me dan ganas de vomitar &amp; no puedo! Aveces tengo mareos! El dolor de pechos es raro! Aveces me duele un pecho y me dan como piquetes y luego me comienza con el otro pecho! &amp; me toco el vientre y no me duele! POR FAVOR AYUDENME A SALIR DE DUDAS:'( ","Pregnancy &amp; Parenting","PERMANENTER","0","4","ESP"
"20150930213625AAJH1Ob","Am I a selfish woman if I would rather be single for life than have a man?","I like the idea of being single and free. Also, I don't really trust most men and I don't want to risk it. I'd end up going crazy and making his life miserable if I had a relationship. I want to be single for life. Does this make me evil? ","Psychology, Social Science","PERMANENTER","0","21","ENG"
"20151001080936AApPajm","Are trade school jobs considered professional?","<br/>     <span itemprop=""text"" class=""ya-q-text"">are they considered careers? ","Business &amp; Finance, Insurance","PERMANENTER","0","5","ENG"
"20151001143807AAIQgjS","Lord Sugar says if Corbyn becomes PM we should all move to China and let the UK rot. Is he right?","<br/>     <span itemprop=""text"" class=""ya-q-text""><a href=""http://www.express.co.uk/news/politics/609282/Lord-Sugar-move-to-China-Jeremy-Corbyn-prime-minister"" rel=""nofollow"" class=""Clr-b"">http://www.express.co.uk/news/politics/6...</a></span> <br/>     <span itemprop=""text"" class=""ya-q-text"">Think I I have cracked the link problem guys, hopefully. Thanks to all who have tried to help. ","News &amp; Events, Current Events","RAFAGA","0","19","ENG"
